ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00002236,2025-09-12,ASPCON004896,ASPDLR000869,points redemption,1365,33979.66,pending,
ASPCONLED00002237,2024-06-30,ASPCON000145,ASPDLR000943,training,939,48844.58,approved,dealer mismatch
ASPCONLED00002238,30/11/2025,ASPCON002018,ASPDLR000494,bill upload,2222,61718.69,pending,bill image unclear
ASPCONLED00002239,2025-04-28,ASPCON002711,ASPDLR000192,complaint assist,-161,55470.35,approved,bill image unclear
ASPCONLED00002240,2026-03-31,ASPCON000686,ASPDLR000888,site lead,2187,83041.01,approved,
ASPCONLED00002241,2025-11-01,ASPCON002667,ASPDLR000090,site lead,-87,47669.83,approved,redeemed gift
ASPCONLED00002242,2025-08-27,ASPCON000704,ASPDLR000212,site lead,833,27164.29,approved,site closed
ASPCONLED00002243,2025-09-12,ASPCON003866,ASPDLR000747,complaint assist,2368,78915.61,rejected,
ASPCONLED00002244,18/04/2025,ASPCON002807,ASPDLR000039,bill upload,1351,23953.57,pending,dealer mismatch
ASPCONLED00002245,2024-11-09,ASPCON001457,ASPDLR000355,bill upload,25,35028.34,pending,redeemed gift
ASPCONLED00002246,2024-06-22,ASPCON001384,ASPDLR000166,site lead,962,74729.11,duplicate,redeemed gift
ASPCONLED00002247,2024-11-27,ASPCON001495,ASPDLR000873,site lead,946,68954.25,approved,bill image unclear
ASPCONLED00002248,2025-03-01,ASPCON004490,ASPDLR000842,training,2038,16267.18,pending,site closed
ASPCONLED00002249,2025-04-04,ASPCON002058,ASPDLR000229,site lead,2070,87610.52,rejected,site closed
ASPCONLED00002250,2025-04-29,ASPCON003128,ASPDLR000399,training,2249,16833.56,approved,site closed
ASPCONLED00002251,2025-04-05,ASPCON002306,ASPDLR000369,complaint assist,-131,6763.43,duplicate,dealer mismatch
ASPCONLED00002252,2024-09-03,ASPCON003173,ASPDLR000271,site lead,139,9302.99,approved,site closed
ASPCONLED00002253,2026-02-05,ASPCON003041,ASPDLR000253,points redemption,1877,26880.39,approved,redeemed gift
ASPCONLED00002254,20/10/2024,ASPCON003626,ASPDLR000242,bill upload,1260,40417.62,rejected,bill image unclear
ASPCONLED00002255,24-Mar-25,ASPCON003497,ASPDLR000283,bill upload,1366,16378.91,pending,dealer mismatch
ASPCONLED00002256,25/11/2024,ASPCON003594,ASPDLR000804,site lead,2374,1167.40,pending,site closed
ASPCONLED00002257,2024-06-11,ASPCON002100,ASPDLR000853,points redemption,2235,35918.86,manual,site closed
ASPCONLED00002258,2025-07-17,ASPCON003978,ASPDLR000517,points redemption,857,65803.44,manual,dealer mismatch
ASPCONLED00002259,2025-12-20,ASPCON002206,ASPDLR000994,complaint assist,1904,43794.88,duplicate,
ASPCONLED00002260,2025-10-14,ASPCON002786,ASPDLR000317,complaint assist,798,41832.49,duplicate,site closed
ASPCONLED00002261,2024-10-03,ASPCON000166,ASPDLR000828,complaint assist,2296,8101.68,manual,dealer mismatch
ASPCONLED00002262,10/13/2025,ASPCON001858,ASPDLR000984,site lead,678,57781.13,manual,dealer mismatch
ASPCONLED00002263,23/06/2025,ASPCON004388,ASPDLR000109,training,783,67816.14,approved,
ASPCONLED00002264,2025-02-12,ASPCON001338,ASPDLR000785,site lead,2336,36826.66,approved,
ASPCONLED00002265,2024-07-15,ASPCON003452,ASPDLR000010,bill upload,2043,6572.25,pending,redeemed gift
ASPCONLED00002266,2025-10-27,ASPCON002105,ASPDLR000877,bill upload,-301,22160.91,duplicate,redeemed gift
ASPCONLED00002267,25-Sep-25,ASPCON000895,ASPDLR000478,bill upload,2164,69390.73,rejected,redeemed gift
ASPCONLED00002268,2025-03-18,ASPCON003270,ASPDLR000907,complaint assist,628,85511.45,duplicate,bill image unclear
ASPCONLED00002269,2024-07-28,ASPCON003361,ASPDLR000727,points redemption,1080,59865.03,pending,site closed
ASPCONLED00002270,10/08/2025,ASPCON001030,ASPDLR000474,complaint assist,1162,24114.51,approved,site closed
ASPCONLED00002271,04-Jul-25,ASPCON001927,ASPDLR000301,points redemption,466,34095.07,duplicate,
ASPCONLED00002272,2026-03-09,ASPCON004925,ASPDLR000766,site lead,343,23302.84,duplicate,dealer mismatch
ASPCONLED00002273,2025-04-18,ASPCON004321,ASPDLR000090,bill upload,503,51199.04,pending,redeemed gift
ASPCONLED00002274,2025-03-30,ASPCON001573,ASPDLR000017,bill upload,2428,52397.96,duplicate,site closed
ASPCONLED00002275,2024-05-07,ASPCON004112,ASPDLR000674,site lead,-22,84593.94,pending,dealer mismatch
ASPCONLED00002276,17-Sep-25,ASPCON003917,ASPDLR000071,site lead,181,12812.27,manual,dealer mismatch
ASPCONLED00002277,2025-06-07,ASPCON004824,ASPDLR000363,training,2064,18026.51,pending,site closed
ASPCONLED00002278,2026-01-02,ASPCON002548,ASPDLR000546,site lead,1615,621.04,pending,redeemed gift
ASPCONLED00002279,2025-10-29,ASPCON003514,ASPDLR000458,bill upload,1546,33840.64,rejected,site closed
ASPCONLED00002280,2024-04-28,ASPCON004640,ASPDLR000266,complaint assist,2220,15348.90,rejected,bill image unclear
ASPCONLED00002281,2025-03-30,ASPCON002690,ASPDLR000775,complaint assist,1933,64256.15,approved,redeemed gift
ASPCONLED00002282,2024-07-30,ASPCON000231,ASPDLR000135,site lead,1333,27828.63,manual,bill image unclear
ASPCONLED00002283,2024-10-03,ASPCON002901,ASPDLR000360,site lead,-147,66721.74,manual,
ASPCONLED00002284,2024-05-30,ASPCON000762,ASPDLR000815,points redemption,1994,55889.55,approved,site closed
ASPCONLED00002285,2024-10-10,ASPCON001620,ASPDLR000840,complaint assist,1919,36166.08,rejected,bill image unclear
ASPCONLED00002286,2025-04-14,ASPCON002573,ASPDLR000187,training,1229,70025.75,approved,redeemed gift
ASPCONLED00002287,2026-03-26,ASPCON002815,ASPDLR000034,points redemption,531,37058.92,approved,bill image unclear
ASPCONLED00002288,2025-04-28,ASPCON002731,ASPDLR000418,site lead,230,82149.75,pending,redeemed gift
ASPCONLED00002289,2024-06-21,ASPCON000925,ASPDLR000161,points redemption,1055,5677.49,manual,site closed
ASPCONLED00002290,2025-05-26,ASPCON000827,ASPDLR000657,complaint assist,2301,89601.02,duplicate,dealer mismatch
ASPCONLED00002291,11/20/2025,ASPCON003893,ASPDLR000890,site lead,1736,26295.11,manual,redeemed gift
ASPCONLED00002292,2024-07-28,ASPCON003267,ASPDLR000967,site lead,1889,71683.12,duplicate,bill image unclear
ASPCONLED00002293,2025-06-22,ASPCON000521,ASPDLR000431,training,2185,42633.53,approved,dealer mismatch
ASPCONLED00002294,2024-09-29,ASPCON004034,ASPDLR000131,training,-250,6240.05,pending,site closed
ASPCONLED00002295,04/10/2025,ASPCON001283,ASPDLR000746,training,14,36602.77,rejected,bill image unclear
ASPCONLED00002296,2025-02-17,ASPCON003523,ASPDLR000665,complaint assist,-40,70878.39,approved,dealer mismatch
ASPCONLED00002297,2026-01-16,ASPCON002578,ASPDLR000009,complaint assist,1382,34366.09,duplicate,redeemed gift
ASPCONLED00002298,09/02/2026,ASPCON003957,ASPDLR000098,site lead,2183,18839.91,manual,bill image unclear
ASPCONLED00002299,2026-03-18,ASPCON004045,ASPDLR000761,complaint assist,537,28383.20,pending,redeemed gift
ASPCONLED00002300,2025-06-26,ASPCON000660,ASPDLR000361,bill upload,859,83269.42,approved,dealer mismatch
ASPCONLED00002301,2025-11-21,ASPCON000004,ASPDLR000059,points redemption,1677,37214.39,rejected,site closed
ASPCONLED00002302,2025-10-18,ASPCON004695,ASPDLR000067,points redemption,1514,78880.53,pending,
ASPCONLED00002303,2024-12-31,ASPCON001627,ASPDLR000256,site lead,81,49089.84,pending,redeemed gift
ASPCONLED00002304,2024-04-28,ASPCON000986,ASPDLR000935,points redemption,-431,5476.70,pending,
ASPCONLED00002305,06/03/2026,ASPCON000293,ASPDLR000863,site lead,485,68163.90,rejected,site closed
ASPCONLED00002306,2025-09-20,ASPCON002649,ASPDLR000540,site lead,748,43077.80,approved,dealer mismatch
ASPCONLED00002307,2025-02-18,ASPCON004101,ASPDLR000122,complaint assist,577,55690.37,rejected,redeemed gift
ASPCONLED00002308,2025-02-08,ASPCON002546,ASPDLR000048,training,1244,49988.40,duplicate,bill image unclear
ASPCONLED00002309,2025-08-19,ASPCON004704,ASPDLR000177,bill upload,-51,63552.70,manual,site closed
ASPCONLED00002310,2025-08-09,ASPCON002585,ASPDLR000823,training,1587,11200.94,duplicate,
ASPCONLED00002311,2025-08-28,ASPCON000299,ASPDLR000469,points redemption,1148,36628.39,manual,redeemed gift
ASPCONLED00002312,2024-08-20,ASPCON004315,ASPDLR000179,training,430,87598.62,approved,redeemed gift
ASPCONLED00002313,2024-12-03,ASPCON004237,ASPDLR000652,bill upload,-154,32444.80,manual,redeemed gift
ASPCONLED00002314,2024-08-27,ASPCON003255,ASPDLR000090,bill upload,96,7518.59,rejected,bill image unclear
ASPCONLED00002315,2024-08-21,ASPCON000504,ASPDLR000882,site lead,1130,15309.05,approved,
ASPCONLED00002316,2025-06-12,ASPCON000002,ASPDLR000329,bill upload,260,89291.67,rejected,
ASPCONLED00002317,2025-09-17,ASPCON004776,ASPDLR000741,training,1935,30765.54,approved,
ASPCONLED00002318,17-May-24,ASPCON001161,ASPDLR000996,bill upload,1137,49748.15,approved,dealer mismatch
ASPCONLED00002319,2024-09-11,ASPCON004603,ASPDLR000147,points redemption,1654,10118.69,manual,bill image unclear
ASPCONLED00002320,06/08/2025,ASPCON002225,ASPDLR000754,complaint assist,2424,2906.93,approved,bill image unclear
ASPCONLED00002321,2024-05-16,ASPCON000406,ASPDLR000203,training,846,37393.07,pending,bill image unclear
ASPCONLED00002322,2025-05-24,ASPCON004566,ASPDLR000961,site lead,-138,2070.12,duplicate,redeemed gift
ASPCONLED00002323,2025-06-02,ASPCON002825,ASPDLR000946,training,108,73925.37,duplicate,bill image unclear
ASPCONLED00002324,2024-11-08,ASPCON002333,ASPDLR000287,complaint assist,2420,66410.06,manual,dealer mismatch
ASPCONLED00002325,2024-07-06,ASPCON002653,ASPDLR000328,bill upload,1701,36713.94,approved,bill image unclear
ASPCONLED00002326,2025-12-09,ASPCON000404,ASPDLR000991,complaint assist,444,67326.10,duplicate,site closed
ASPCONLED00002327,11/03/2026,ASPCON002568,ASPDLR000677,points redemption,1262,50552.57,rejected,
ASPCONLED00002328,2025-04-20,ASPCON001176,ASPDLR000210,bill upload,2448,63378.78,pending,bill image unclear
ASPCONLED00002329,2024-08-16,ASPCON003753,ASPDLR000400,complaint assist,502,85531.90,rejected,dealer mismatch
ASPCONLED00002330,2024-09-20,ASPCON001924,ASPDLR000682,complaint assist,1224,70423.21,rejected,bill image unclear
ASPCONLED00002331,2024-10-31,ASPCON004511,ASPDLR000193,complaint assist,0,64826.80,pending,dealer mismatch
ASPCONLED00002332,2026-01-05,ASPCON003561,ASPDLR000886,training,1086,85801.21,approved,dealer mismatch
ASPCONLED00002333,2024-07-11,ASPCON000462,ASPDLR000443,training,220,81614.03,pending,bill image unclear
ASPCONLED00002334,2025-07-12,ASPCON003525,ASPDLR000582,training,401,54991.88,pending,bill image unclear
ASPCONLED00002335,02/09/2024,ASPCON002440,ASPDLR000955,points redemption,1615,86113.14,rejected,dealer mismatch
ASPCONLED00002336,2025-05-28,ASPCON004718,ASPDLR000561,complaint assist,1424,55338.89,pending,dealer mismatch
ASPCONLED00002337,2025-02-26,ASPCON004945,ASPDLR000254,bill upload,2119,36579.72,pending,dealer mismatch
ASPCONLED00002338,30/12/2025,ASPCON002708,ASPDLR000164,site lead,2099,85337.51,rejected,site closed
ASPCONLED00002339,2025-03-04,ASPCON002754,ASPDLR000096,site lead,810,20689.36,duplicate,bill image unclear
ASPCONLED00002340,08/04/2024,ASPCON000849,ASPDLR000994,training,412,1091.81,pending,
ASPCONLED00002341,2024-06-05,ASPCON004913,ASPDLR000049,bill upload,73,19846.85,approved,
ASPCONLED00002342,04/30/2024,ASPCON000452,ASPDLR000768,site lead,2067,42355.61,pending,site closed
ASPCONLED00002343,2024-12-21,ASPCON004203,ASPDLR000080,bill upload,4,40459.40,rejected,redeemed gift
ASPCONLED00002344,2026-02-26,ASPCON002757,ASPDLR000322,points redemption,1004,65780.98,duplicate,bill image unclear
ASPCONLED00002345,2025-05-16,ASPCON000203,ASPDLR000366,site lead,550,46349.06,approved,bill image unclear
ASPCONLED00002346,2024-12-21,ASPCON000159,ASPDLR000817,points redemption,529,55949.04,rejected,dealer mismatch
ASPCONLED00002347,24/09/2024,ASPCON002311,ASPDLR000767,complaint assist,1349,83295.50,manual,site closed
ASPCONLED00002348,2024-12-09,ASPCON003872,ASPDLR000673,complaint assist,2217,87684.26,pending,dealer mismatch
ASPCONLED00002349,2024-11-05,ASPCON003207,ASPDLR000901,training,1766,23987.61,manual,redeemed gift
ASPCONLED00002350,2025-02-15,ASPCON000720,ASPDLR000056,complaint assist,2446,23480.02,approved,redeemed gift
ASPCONLED00002351,2026-03-31,ASPCON000394,ASPDLR000440,points redemption,766,85745.71,rejected,dealer mismatch
ASPCONLED00002352,2024-06-02,ASPCON003213,ASPDLR000239,complaint assist,1777,66711.88,rejected,site closed
ASPCONLED00002353,2025-05-06,ASPCON000359,ASPDLR000391,training,2137,181.65,rejected,dealer mismatch
ASPCONLED00002354,12/04/2024,ASPCON002609,ASPDLR000019,site lead,2085,86425.76,duplicate,
ASPCONLED00002355,04/06/2025,ASPCON001869,ASPDLR000059,points redemption,2109,89618.82,rejected,
ASPCONLED00002356,2025-05-31,ASPCON000188,ASPDLR000846,complaint assist,580,38078.65,manual,
ASPCONLED00002357,2024-12-18,ASPCON004107,ASPDLR000993,complaint assist,1382,74025.09,manual,redeemed gift
ASPCONLED00002358,2026-02-07,ASPCON004916,ASPDLR000140,training,1146,10674.63,duplicate,
ASPCONLED00002359,2026-03-23,ASPCON001430,ASPDLR000939,complaint assist,512,81985.76,pending,site closed
ASPCONLED00002360,2025-11-19,ASPCON003805,ASPDLR000988,points redemption,-109,71164.31,pending,bill image unclear
ASPCONLED00002361,2024-12-31,ASPCON001224,ASPDLR000452,site lead,1105,52986.81,pending,dealer mismatch
ASPCONLED00002362,12/05/2024,ASPCON004535,ASPDLR000756,bill upload,2022,45537.30,manual,site closed
ASPCONLED00002363,2025-07-13,ASPCON002487,ASPDLR000014,bill upload,-456,87388.77,duplicate,site closed
ASPCONLED00002364,2025-09-08,ASPCON000109,ASPDLR000589,bill upload,79,37415.36,pending,dealer mismatch
ASPCONLED00002365,2025-02-06,ASPCON002265,ASPDLR000014,site lead,2160,82530.62,approved,site closed
ASPCONLED00002366,2024-07-02,ASPCON002130,ASPDLR000936,site lead,1331,69518.56,approved,site closed
ASPCONLED00002367,29/03/2026,ASPCON001713,ASPDLR000620,points redemption,1787,74322.28,pending,site closed
ASPCONLED00002368,2025-12-21,ASPCON000988,ASPDLR000225,training,1116,74328.52,duplicate,dealer mismatch
ASPCONLED00002369,2024-12-01,ASPCON003627,ASPDLR000361,bill upload,-1,20865.93,rejected,bill image unclear
ASPCONLED00002370,14-Apr-25,ASPCON002365,ASPDLR000573,complaint assist,1738,89813.58,manual,bill image unclear
ASPCONLED00002371,2025-04-10,ASPCON001532,ASPDLR000005,points redemption,2313,21148.15,rejected,site closed
ASPCONLED00002372,2026-03-17,ASPCON002734,ASPDLR000735,complaint assist,2230,56096.88,duplicate,bill image unclear
ASPCONLED00002373,2024-11-10,ASPCON000871,ASPDLR000114,complaint assist,1639,43528.94,rejected,bill image unclear
ASPCONLED00002374,21/01/2025,ASPCON004064,ASPDLR000106,bill upload,1051,73486.63,rejected,bill image unclear
ASPCONLED00002375,2025-08-15,ASPCON000503,ASPDLR000536,training,-500,15677.35,pending,site closed
ASPCONLED00002376,2024-05-12,ASPCON000402,ASPDLR000540,points redemption,783,85263.70,approved,dealer mismatch
ASPCONLED00002377,2024-05-19,ASPCON001735,ASPDLR000065,site lead,1759,84908.47,pending,dealer mismatch
ASPCONLED00002378,10/09/2025,ASPCON003938,ASPDLR000145,bill upload,108,72348.07,approved,bill image unclear
ASPCONLED00002379,2024-06-18,ASPCON004017,ASPDLR000373,bill upload,2148,44923.82,pending,dealer mismatch
ASPCONLED00002380,2026-01-07,ASPCON004752,ASPDLR000557,site lead,-380,61193.24,pending,redeemed gift
ASPCONLED00002381,2025-08-29,ASPCON002058,ASPDLR000229,training,995,57275.95,rejected,site closed
ASPCONLED00002382,26-Jun-24,ASPCON004220,ASPDLR000842,site lead,2321,83588.06,duplicate,bill image unclear
ASPCONLED00002383,2025-10-28,ASPCON004755,ASPDLR000050,site lead,-382,62491.49,duplicate,dealer mismatch
ASPCONLED00002384,24/07/2025,ASPCON002896,ASPDLR000826,site lead,-485,28154.43,rejected,dealer mismatch
ASPCONLED00002385,2025-12-03,ASPCON003088,ASPDLR000969,site lead,691,29493.60,duplicate,site closed
ASPCONLED00002386,2024-05-19,ASPCON003600,ASPDLR000877,bill upload,270,76456.52,approved,bill image unclear
ASPCONLED00002387,2025-11-16,ASPCON000592,ASPDLR000421,training,1561,30707.71,duplicate,dealer mismatch
ASPCONLED00002388,2025-09-18,ASPCON002500,ASPDLR000818,training,737,12995.56,rejected,
ASPCONLED00002389,12-May-24,ASPCON002486,ASPDLR000920,bill upload,-289,23214.04,pending,redeemed gift
ASPCONLED00002390,2024-05-15,ASPCON003581,ASPDLR000175,training,1488,10671.64,manual,bill image unclear
ASPCONLED00002391,22-Dec-25,ASPCON002706,ASPDLR000587,points redemption,654,32621.41,duplicate,site closed
ASPCONLED00002392,2025-02-07,ASPCON000951,ASPDLR000367,site lead,439,59442.55,rejected,
ASPCONLED00002393,2025-07-16,ASPCON000149,ASPDLR000825,complaint assist,181,69100.04,duplicate,site closed
ASPCONLED00002394,2025-07-20,ASPCON002999,ASPDLR000541,bill upload,951,52373.62,approved,
ASPCONLED00002395,2024-08-10,ASPCON003290,ASPDLR000571,bill upload,497,76751.56,rejected,
ASPCONLED00002396,2025-05-02,ASPCON001906,ASPDLR000164,training,-136,51373.80,rejected,bill image unclear
ASPCONLED00002397,2026-01-11,ASPCON001662,ASPDLR000371,points redemption,313,56707.94,approved,redeemed gift
ASPCONLED00002398,2026-03-22,ASPCON004925,ASPDLR000766,site lead,131,13706.89,pending,redeemed gift
ASPCONLED00002399,2026-01-21,ASPCON000335,ASPDLR000517,training,1027,70169.78,approved,bill image unclear
ASPCONLED00002400,2025-06-10,ASPCON002416,ASPDLR000318,training,1515,75961.87,rejected,
ASPCONLED00002401,2025-05-29,ASPCON003875,ASPDLR000608,training,369,4278.19,rejected,dealer mismatch
ASPCONLED00002402,2025-05-25,ASPCON003743,ASPDLR000502,site lead,1453,87509.78,duplicate,redeemed gift
ASPCONLED00002403,2024-04-04,ASPCON001175,ASPDLR000042,points redemption,1936,42958.93,manual,
ASPCONLED00002404,2025-08-12,ASPCON003387,ASPDLR000943,complaint assist,711,34888.71,pending,redeemed gift
ASPCONLED00002405,2024-06-22,ASPCON002909,ASPDLR000788,site lead,1637,71699.04,pending,dealer mismatch
ASPCONLED00002406,2024-05-01,ASPCON001184,ASPDLR000225,points redemption,1342,41619.88,duplicate,redeemed gift
ASPCONLED00002407,2026-03-09,ASPCON004577,ASPDLR000207,site lead,2464,74631.22,manual,redeemed gift
ASPCONLED00002408,2025-09-24,ASPCON001485,ASPDLR000311,site lead,673,55123.37,rejected,
ASPCONLED00002409,2025-03-23,ASPCON000890,ASPDLR000422,site lead,1017,51503.27,manual,dealer mismatch
ASPCONLED00002410,2025-03-19,ASPCON003082,ASPDLR000031,complaint assist,1912,29592.86,approved,dealer mismatch
ASPCONLED00002411,2026-01-10,ASPCON001421,ASPDLR000944,points redemption,-448,50657.69,manual,
ASPCONLED00002412,2026-03-23,ASPCON000217,ASPDLR000176,complaint assist,1537,2098.24,manual,
ASPCONLED00002413,2024-04-03,ASPCON001549,ASPDLR000783,site lead,444,24621.10,duplicate,bill image unclear
ASPCONLED00002414,2025-10-28,ASPCON004913,ASPDLR000049,training,1002,21165.49,approved,
ASPCONLED00002415,07/07/2025,ASPCON002358,ASPDLR000049,training,1378,49588.84,manual,bill image unclear
ASPCONLED00002416,2025-04-11,ASPCON001678,ASPDLR000797,site lead,1914,83457.06,manual,redeemed gift
ASPCONLED00002417,2025-04-10,ASPCON003060,ASPDLR000182,points redemption,1474,78562.05,pending,dealer mismatch
ASPCONLED00002418,2024-09-27,ASPCON002310,ASPDLR000137,training,1533,28260.78,approved,redeemed gift
ASPCONLED00002419,2024-10-08,ASPCON003764,ASPDLR000782,points redemption,704,55862.26,approved,
ASPCONLED00002420,07/08/2025,ASPCON002142,ASPDLR000128,points redemption,1584,36122.56,approved,
ASPCONLED00002421,07/10/2024,ASPCON004329,ASPDLR000366,complaint assist,1695,36046.93,approved,dealer mismatch
