service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00003690,2026-02-07,CEAFLEET00319,CEADLR000451,KA86CD1582,alignment,22,1,claim,driver unavailable
CEAFS00003691,11/05/2025,CEAFLEET00027,CEADLR000572,KL67EF4782,fitment,7,8,claim,fleet price issue
CEAFS00003692,26/02/2025,CEAFLEET00216,CEADLR000266,TS84GH2409,claim check,9,3,claim,driver unavailable
CEAFS00003693,2025-12-01,CEAFLEET00320,CEADLR000579,AP12JK2621,claim check,21,7,rotate,high wear
CEAFS00003694,2025-04-26,CEAFLEET00234,CEADLR000308,KA96AB6078,alignment,20,2,rotate,high wear
CEAFS00003695,2025-01-12,CEAFLEET00164,CEADLR000712,TN59JK3323,inspection,19,3,alignment,fleet price issue
CEAFS00003696,2024-09-22,CEAFLEET00275,CEADLR000093,KA28CD8381,pressure audit,28,7,none,competitor tyres fitted
CEAFS00003697,2025-07-13,CEAFLEET00276,CEADLR000554,KL34GH2895,fitment,10,7,alignment,fleet price issue
CEAFS00003698,2025-10-18,CEAFLEET00229,CEADLR000539,KL52JK4089,pressure audit,25,1,none,driver unavailable
CEAFS00003699,2025-08-01,CEAFLEET00282,CEADLR000194,KA93GH8921,fitment,13,3,pressure training,fleet price issue
CEAFS00003700,2025-02-28,CEAFLEET00251,CEADLR000614,KL83CD2258,alignment,9,5,pressure training,driver unavailable
CEAFS00003701,2024-12-16,CEAFLEET00239,CEADLR000617,KA51AB7623,pressure audit,17,0,rotate,driver unavailable
CEAFS00003702,2025-08-26,CEAFLEET00150,CEADLR000246,TN65AB8400,inspection,11,6,none,
CEAFS00003703,2025-03-25,CEAFLEET00176,CEADLR000548,KL96AB3669,rotation,29,4,claim,fleet price issue
CEAFS00003704,2026-02-25,CEAFLEET00027,CEADLR000572,TS15AB1608,fitment,26,4,alignment,fleet price issue
CEAFS00003705,2025-10-26,CEAFLEET00068,CEADLR000350,TS20GH2305,alignment,3,5,claim,fleet price issue
CEAFS00003706,2025-03-12,CEAFLEET00090,CEADLR000600,KA26EF5372,fitment,7,4,replace,high wear
CEAFS00003707,2024-09-07,CEAFLEET00302,CEADLR000731,TN32EF3758,pressure audit,25,5,alignment,high wear
CEAFS00003708,2024-12-19,CEAFLEET00290,CEADLR000345,AP63EF5369,pressure audit,15,4,alignment,
CEAFS00003709,03/12/2026,CEAFLEET00277,CEADLR000525,TN75AB9793,pressure audit,5,2,none,competitor tyres fitted
CEAFS00003710,2025-07-07,CEAFLEET00033,CEADLR000737,TS68AB3697,fitment,4,1,rotate,
CEAFS00003711,05-May-24,CEAFLEET00118,CEADLR000040,TN76AB9892,fitment,15,4,none,fleet price issue
CEAFS00003712,2026-02-02,CEAFLEET00101,CEADLR000488,AP79EF6241,rotation,31,3,claim,fleet price issue
CEAFS00003713,2024-07-18,CEAFLEET00024,CEADLR000348,KA71JK8884,alignment,5,3,replace,competitor tyres fitted
CEAFS00003714,2025-01-30,CEAFLEET00213,CEADLR000629,KL19JK8690,rotation,30,8,alignment,high wear
CEAFS00003715,2025-01-06,CEAFLEET00290,CEADLR000345,KL98CD3764,rotation,28,4,claim,competitor tyres fitted
CEAFS00003716,2026-03-19,CEAFLEET00061,CEADLR000466,TS37EF7903,inspection,7,0,claim,competitor tyres fitted
CEAFS00003717,2025-05-25,CEAFLEET00119,CEADLR000426,AP60AB8192,claim check,2,3,claim,fleet price issue
CEAFS00003718,2024-09-27,CEAFLEET00208,CEADLR000689,TS76GH7770,pressure audit,6,7,rotate,driver unavailable
CEAFS00003719,14-Jul-25,CEAFLEET00162,CEADLR000696,AP56EF7183,fitment,18,0,none,fleet price issue
CEAFS00003720,2024-11-02,CEAFLEET00225,CEADLR000705,TN58AB3051,pressure audit,10,3,alignment,competitor tyres fitted
CEAFS00003721,2025-01-25,CEAFLEET00210,CEADLR000613,KA74GH6861,pressure audit,13,0,claim,high wear
CEAFS00003722,2025-03-23,CEAFLEET00140,CEADLR000566,TN24AB2354,pressure audit,17,5,pressure training,high wear
CEAFS00003723,2025-08-04,CEAFLEET00088,CEADLR000730,KA49GH3005,rotation,28,0,rotate,high wear
CEAFS00003724,2025-11-12,CEAFLEET00309,CEADLR000174,TN68EF5975,inspection,29,3,replace,fleet price issue
CEAFS00003725,18-Sep-25,CEAFLEET00169,CEADLR000529,TS21JK8070,inspection,7,4,pressure training,competitor tyres fitted
CEAFS00003726,2025-09-25,CEAFLEET00308,CEADLR000254,TS44CD3717,rotation,6,1,claim,competitor tyres fitted
CEAFS00003727,2024-11-01,CEAFLEET00041,CEADLR000745,TN79GH9843,rotation,26,4,rotate,high wear
CEAFS00003728,2025-03-25,CEAFLEET00051,CEADLR000001,TN88JK4971,alignment,9,2,replace,high wear
CEAFS00003729,18/09/2025,CEAFLEET00198,CEADLR000698,TS27GH1536,fitment,19,6,pressure training,
CEAFS00003730,2025-01-07,CEAFLEET00203,CEADLR000265,AP24CD6553,fitment,8,8,none,fleet price issue
CEAFS00003731,2024-09-10,CEAFLEET00296,CEADLR000174,KL49EF1913,claim check,25,8,claim,competitor tyres fitted
CEAFS00003732,2024-06-19,CEAFLEET00244,CEADLR000153,AP28CD1675,claim check,7,6,replace,high wear
CEAFS00003733,2026-01-31,CEAFLEET00049,CEADLR000040,KL81AB1177,fitment,19,5,pressure training,high wear
CEAFS00003734,2024-08-13,CEAFLEET00016,CEADLR000288,KA58GH2994,alignment,21,5,pressure training,
CEAFS00003735,2025-07-31,CEAFLEET00102,CEADLR000447,KA18CD9303,claim check,23,7,claim,competitor tyres fitted
CEAFS00003736,03/07/2025,CEAFLEET00183,CEADLR000504,KL42EF6731,inspection,30,3,replace,
CEAFS00003737,2024-10-27,CEAFLEET00072,CEADLR000357,AP99EF1496,fitment,9,2,rotate,
CEAFS00003738,2025-10-24,CEAFLEET00162,CEADLR000696,KL32JK8412,inspection,10,1,pressure training,high wear
CEAFS00003739,2024-12-10,CEAFLEET00190,CEADLR000355,TN68CD3896,pressure audit,21,4,alignment,fleet price issue
CEAFS00003740,12/12/2025,CEAFLEET00243,CEADLR000085,KL97GH2475,inspection,25,7,replace,
CEAFS00003741,2025-11-19,CEAFLEET00191,CEADLR000678,KA51JK1183,rotation,8,5,none,high wear
CEAFS00003742,2024-11-14,CEAFLEET00193,CEADLR000087,TS38EF7390,claim check,25,7,rotate,competitor tyres fitted
CEAFS00003743,2024-06-12,CEAFLEET00172,CEADLR000419,TS68AB8468,rotation,26,6,none,fleet price issue
CEAFS00003744,2026-01-26,CEAFLEET00194,CEADLR000165,TS31EF6908,inspection,12,3,claim,competitor tyres fitted
CEAFS00003745,12/11/2025,CEAFLEET00040,CEADLR000443,TS48AB6303,pressure audit,23,8,none,fleet price issue
CEAFS00003746,2026-02-21,CEAFLEET00179,CEADLR000128,AP67CD7906,rotation,10,3,pressure training,high wear
CEAFS00003747,2024-07-09,CEAFLEET00287,CEADLR000377,AP51JK2968,pressure audit,17,2,none,high wear
CEAFS00003748,2024-04-29,CEAFLEET00117,CEADLR000457,TN93GH3244,alignment,23,2,claim,driver unavailable
CEAFS00003749,2024-11-28,CEAFLEET00025,CEADLR000446,TN14AB3555,pressure audit,16,5,pressure training,high wear
CEAFS00003750,2024-06-30,CEAFLEET00021,CEADLR000662,KA73AB5516,fitment,27,2,rotate,fleet price issue
CEAFS00003751,2025-04-26,CEAFLEET00147,CEADLR000288,KA24AB3774,fitment,13,0,replace,fleet price issue
CEAFS00003752,2025-09-18,CEAFLEET00312,CEADLR000722,TN72EF4368,fitment,12,2,claim,
CEAFS00003753,2025-09-22,CEAFLEET00055,CEADLR000621,AP74AB1817,alignment,22,0,pressure training,competitor tyres fitted
CEAFS00003754,05/15/2024,CEAFLEET00024,CEADLR000348,TS64GH1291,claim check,32,4,none,high wear
CEAFS00003755,19-Jul-25,CEAFLEET00158,CEADLR000454,KA30EF3962,fitment,27,4,claim,fleet price issue
CEAFS00003756,2026-01-13,CEAFLEET00118,CEADLR000040,KL93EF8512,pressure audit,32,4,pressure training,driver unavailable
CEAFS00003757,2024-08-07,CEAFLEET00268,CEADLR000427,KL71CD5389,claim check,19,5,pressure training,driver unavailable
CEAFS00003758,03/11/2025,CEAFLEET00251,CEADLR000614,TS77AB8102,alignment,18,1,rotate,driver unavailable
CEAFS00003759,2024-06-17,CEAFLEET00236,CEADLR000220,TN67CD3267,claim check,10,0,none,fleet price issue
CEAFS00003760,03/21/2026,CEAFLEET00191,CEADLR000678,KL37JK5399,fitment,9,6,replace,fleet price issue
CEAFS00003761,2024-07-21,CEAFLEET00143,CEADLR000385,TN89JK7632,pressure audit,24,7,alignment,fleet price issue
CEAFS00003762,2026-02-13,CEAFLEET00034,CEADLR000650,AP76AB8624,alignment,12,6,rotate,
CEAFS00003763,2024-10-23,CEAFLEET00190,CEADLR000355,KA44EF7120,alignment,27,7,rotate,competitor tyres fitted
CEAFS00003764,2024-08-29,CEAFLEET00250,CEADLR000007,AP71AB9973,claim check,22,1,alignment,fleet price issue
CEAFS00003765,2024-06-20,CEAFLEET00010,CEADLR000186,TS36GH4128,rotation,25,7,claim,driver unavailable
CEAFS00003766,2025-02-24,CEAFLEET00153,CEADLR000312,AP89GH9109,rotation,25,8,claim,high wear
CEAFS00003767,2024-04-11,CEAFLEET00251,CEADLR000614,TN79EF2725,claim check,7,8,replace,fleet price issue
CEAFS00003768,2026-02-27,CEAFLEET00149,CEADLR000302,TS14CD2173,pressure audit,15,8,replace,competitor tyres fitted
CEAFS00003769,2025-05-07,CEAFLEET00249,CEADLR000307,TN26AB2425,inspection,25,4,pressure training,driver unavailable
CEAFS00003770,2024-06-01,CEAFLEET00217,CEADLR000263,KA68GH1349,inspection,27,6,rotate,competitor tyres fitted
CEAFS00003771,2025-10-21,CEAFLEET00017,CEADLR000114,TN17GH6474,claim check,16,5,rotate,high wear
CEAFS00003772,2025-04-30,CEAFLEET00111,CEADLR000688,TN60GH1679,claim check,15,1,none,
CEAFS00003773,2024-06-16,CEAFLEET00042,CEADLR000320,TN25JK1647,claim check,25,0,pressure training,fleet price issue
CEAFS00003774,15-Aug-25,CEAFLEET00124,CEADLR000671,TN54GH7486,fitment,2,6,replace,driver unavailable
CEAFS00003775,2025-04-10,CEAFLEET00283,CEADLR000028,KL59GH3279,fitment,23,7,rotate,fleet price issue
CEAFS00003776,2026-02-24,CEAFLEET00061,CEADLR000466,TN28CD5231,fitment,10,2,none,competitor tyres fitted
CEAFS00003777,2025-03-31,CEAFLEET00213,CEADLR000629,TN41AB4220,alignment,20,5,rotate,
CEAFS00003778,2025-10-14,CEAFLEET00039,CEADLR000074,KL53CD1517,rotation,6,2,alignment,driver unavailable
CEAFS00003779,2025-03-14,CEAFLEET00163,CEADLR000393,KL73JK2205,rotation,5,2,alignment,
CEAFS00003780,07/13/2025,CEAFLEET00145,CEADLR000273,TN92AB6941,rotation,3,8,alignment,driver unavailable
CEAFS00003781,18/02/2025,CEAFLEET00111,CEADLR000688,TN57EF2794,fitment,11,4,claim,competitor tyres fitted
CEAFS00003782,2026-01-27,CEAFLEET00235,CEADLR000352,AP68EF6216,alignment,15,1,pressure training,competitor tyres fitted
CEAFS00003783,2024-05-14,CEAFLEET00173,CEADLR000108,KL94JK7442,pressure audit,15,0,none,driver unavailable
CEAFS00003784,2025-10-03,CEAFLEET00187,CEADLR000230,KA60EF7524,claim check,10,1,none,competitor tyres fitted
CEAFS00003785,2025-12-05,CEAFLEET00200,CEADLR000667,KA32CD4080,pressure audit,14,7,alignment,driver unavailable
CEAFS00003786,2025-11-03,CEAFLEET00138,CEADLR000236,AP50JK8817,rotation,19,3,alignment,
CEAFS00003787,2024-08-17,CEAFLEET00299,CEADLR000136,TN31JK6682,fitment,26,8,rotate,driver unavailable
CEAFS00003788,2024-09-30,CEAFLEET00015,CEADLR000441,AP17CD7261,fitment,25,0,claim,driver unavailable
CEAFS00003789,05/26/2025,CEAFLEET00298,CEADLR000044,KA34EF8836,rotation,22,4,none,fleet price issue
CEAFS00003790,2024-09-22,CEAFLEET00193,CEADLR000087,KA29GH5308,fitment,6,2,alignment,competitor tyres fitted
CEAFS00003791,2024-07-24,CEAFLEET00266,CEADLR000111,AP79GH4965,pressure audit,10,0,claim,
CEAFS00003792,2024-06-03,CEAFLEET00314,CEADLR000399,KL27AB9369,fitment,22,8,replace,competitor tyres fitted
CEAFS00003793,2025-07-31,CEAFLEET00053,CEADLR000747,AP20JK2917,pressure audit,31,1,rotate,driver unavailable
CEAFS00003794,2025-08-31,CEAFLEET00178,CEADLR000735,TN25EF2434,pressure audit,2,1,replace,driver unavailable
CEAFS00003795,2025-03-09,CEAFLEET00049,CEADLR000040,KA55GH2285,pressure audit,24,5,rotate,
CEAFS00003796,2025-07-14,CEAFLEET00077,CEADLR000221,KA64JK8306,alignment,16,5,none,fleet price issue
CEAFS00003797,06/24/2025,CEAFLEET00314,CEADLR000399,TN86EF7379,rotation,16,7,pressure training,high wear
CEAFS00003798,2026-02-24,CEAFLEET00276,CEADLR000554,AP73CD4591,fitment,23,2,rotate,
CEAFS00003799,2025-06-15,CEAFLEET00136,CEADLR000297,KA73CD8544,inspection,19,3,claim,driver unavailable
CEAFS00003800,2026-02-22,CEAFLEET00119,CEADLR000426,TS45AB7641,fitment,4,1,none,competitor tyres fitted
CEAFS00003801,2024-04-12,CEAFLEET00171,CEADLR000199,KA42GH9864,inspection,4,4,none,driver unavailable
CEAFS00003802,2025-09-05,CEAFLEET00066,CEADLR000342,KA97EF6029,pressure audit,21,5,rotate,fleet price issue
CEAFS00003803,10/24/2024,CEAFLEET00209,CEADLR000492,TS68EF5200,pressure audit,23,0,pressure training,fleet price issue
CEAFS00003804,2024-04-13,CEAFLEET00022,CEADLR000639,TS45AB7517,rotation,9,7,replace,competitor tyres fitted
CEAFS00003805,2025-08-02,CEAFLEET00161,CEADLR000010,TS32JK6852,alignment,23,6,claim,driver unavailable
CEAFS00003806,2025-01-05,CEAFLEET00141,CEADLR000484,TN43CD4778,rotation,27,7,rotate,competitor tyres fitted
CEAFS00003807,2024-05-27,CEAFLEET00167,CEADLR000225,KL75AB4595,pressure audit,6,5,pressure training,
CEAFS00003808,2024-05-23,CEAFLEET00196,CEADLR000646,KA71CD3374,pressure audit,2,7,alignment,fleet price issue
CEAFS00003809,11/07/2025,CEAFLEET00034,CEADLR000650,KA64CD6653,alignment,12,1,alignment,competitor tyres fitted
CEAFS00003810,2024-04-25,CEAFLEET00305,CEADLR000431,KL59CD8141,pressure audit,27,4,pressure training,high wear
CEAFS00003811,2024-11-25,CEAFLEET00175,CEADLR000041,AP97JK3348,pressure audit,19,7,replace,
CEAFS00003812,2024-05-09,CEAFLEET00072,CEADLR000357,KL11EF1252,claim check,2,6,claim,driver unavailable
CEAFS00003813,2024-08-21,CEAFLEET00224,CEADLR000059,TN46AB4362,rotation,13,2,rotate,fleet price issue
CEAFS00003814,2024-05-24,CEAFLEET00250,CEADLR000007,KL20CD7166,rotation,32,7,alignment,driver unavailable
CEAFS00003815,2026-03-08,CEAFLEET00276,CEADLR000554,TS84GH3374,rotation,27,0,claim,
CEAFS00003816,2024-06-05,CEAFLEET00015,CEADLR000441,KL73AB8085,alignment,7,3,pressure training,driver unavailable
CEAFS00003817,2024-09-20,CEAFLEET00059,CEADLR000676,TN68AB1159,pressure audit,22,3,pressure training,driver unavailable
CEAFS00003818,22/06/2024,CEAFLEET00037,CEADLR000589,AP64JK6501,claim check,12,4,none,
CEAFS00003819,2025-02-11,CEAFLEET00115,CEADLR000328,AP42EF4104,inspection,2,2,replace,driver unavailable
CEAFS00003820,2025-04-22,CEAFLEET00220,CEADLR000516,KL44GH2725,rotation,12,2,pressure training,driver unavailable
CEAFS00003821,2024-08-30,CEAFLEET00162,CEADLR000696,TS10GH2811,pressure audit,20,8,replace,driver unavailable
CEAFS00003822,2024-04-26,CEAFLEET00297,CEADLR000469,KA54JK7073,pressure audit,5,0,alignment,fleet price issue
CEAFS00003823,2025-01-13,CEAFLEET00130,CEADLR000278,AP49GH6996,alignment,31,0,claim,
CEAFS00003824,2025-06-21,CEAFLEET00114,CEADLR000479,AP48GH4064,rotation,6,0,none,competitor tyres fitted
CEAFS00003825,2024-10-28,CEAFLEET00028,CEADLR000139,TN65AB7162,pressure audit,12,7,claim,high wear
CEAFS00003826,2025-10-30,CEAFLEET00215,CEADLR000079,TN58EF2636,rotation,23,8,rotate,high wear
CEAFS00003827,27-Apr-24,CEAFLEET00194,CEADLR000165,KA45GH3748,rotation,31,6,claim,high wear
CEAFS00003828,11/26/2025,CEAFLEET00262,CEADLR000049,TS77JK9331,fitment,19,0,claim,driver unavailable
CEAFS00003829,2024-07-26,CEAFLEET00109,CEADLR000669,AP31GH9353,pressure audit,4,3,claim,
CEAFS00003830,2024-05-06,CEAFLEET00117,CEADLR000457,AP96CD7508,fitment,15,0,none,
CEAFS00003831,2025-07-09,CEAFLEET00242,CEADLR000603,KA80CD9070,rotation,25,5,none,fleet price issue
CEAFS00003832,2025-01-16,CEAFLEET00182,CEADLR000250,KL25EF1569,fitment,23,8,rotate,fleet price issue
CEAFS00003833,2026-01-28,CEAFLEET00097,CEADLR000006,KA24EF4281,inspection,4,6,rotate,driver unavailable
CEAFS00003834,23/02/2025,CEAFLEET00287,CEADLR000377,AP89JK4700,inspection,11,7,claim,competitor tyres fitted
CEAFS00003835,2025-03-14,CEAFLEET00142,CEADLR000286,KA87AB5639,alignment,24,2,alignment,competitor tyres fitted
CEAFS00003836,04/11/2025,CEAFLEET00238,CEADLR000734,KL19JK1254,inspection,28,1,replace,fleet price issue
CEAFS00003837,2025-11-18,CEAFLEET00033,CEADLR000737,TS23JK5103,fitment,5,5,none,fleet price issue
CEAFS00003838,2025-03-30,CEAFLEET00069,CEADLR000633,AP59CD4648,inspection,21,8,none,high wear
CEAFS00003839,2025-06-19,CEAFLEET00065,CEADLR000361,TN91CD1050,pressure audit,4,5,alignment,competitor tyres fitted
CEAFS00003840,2025-02-27,CEAFLEET00114,CEADLR000479,TN92CD4057,alignment,17,4,rotate,competitor tyres fitted
CEAFS00003841,2025-05-27,CEAFLEET00223,CEADLR000071,KA78EF6274,claim check,19,1,rotate,fleet price issue
CEAFS00003842,2024-09-01,CEAFLEET00018,CEADLR000541,KA48AB7019,claim check,30,5,claim,driver unavailable
CEAFS00003843,2025-12-28,CEAFLEET00210,CEADLR000613,AP28CD6364,rotation,20,2,replace,competitor tyres fitted
CEAFS00003844,04/27/2025,CEAFLEET00108,CEADLR000125,TS99CD3636,pressure audit,31,1,pressure training,high wear
CEAFS00003845,27-Jan-26,CEAFLEET00011,CEADLR000109,TN36CD1078,inspection,23,4,none,fleet price issue
CEAFS00003846,2025-12-11,CEAFLEET00265,CEADLR000103,TN99EF4366,fitment,16,2,replace,competitor tyres fitted
CEAFS00003847,2025-03-22,CEAFLEET00209,CEADLR000492,AP75EF6865,fitment,13,2,alignment,fleet price issue
CEAFS00003848,2025-08-14,CEAFLEET00116,CEADLR000552,KA55AB5518,alignment,17,2,pressure training,driver unavailable
CEAFS00003849,2024-09-25,CEAFLEET00074,CEADLR000605,KL76JK1479,claim check,31,0,replace,fleet price issue
CEAFS00003850,2025-08-09,CEAFLEET00281,CEADLR000065,KA17AB3810,alignment,9,3,alignment,high wear
CEAFS00003851,2025-12-20,CEAFLEET00264,CEADLR000491,AP54GH3038,rotation,5,6,none,driver unavailable
CEAFS00003852,2026-03-30,CEAFLEET00265,CEADLR000103,KL43EF5178,fitment,9,3,pressure training,competitor tyres fitted
CEAFS00003853,2024-07-29,CEAFLEET00286,CEADLR000098,TN43GH2851,pressure audit,8,2,rotate,driver unavailable
CEAFS00003854,2025-11-13,CEAFLEET00239,CEADLR000617,TN41GH9590,rotation,18,3,rotate,high wear
CEAFS00003855,07/12/2025,CEAFLEET00060,CEADLR000035,TN57CD1491,pressure audit,12,8,rotate,driver unavailable
CEAFS00003856,08/09/2025,CEAFLEET00096,CEADLR000532,KA68EF6098,fitment,25,5,pressure training,
CEAFS00003857,2024-05-11,CEAFLEET00279,CEADLR000570,AP65JK8371,fitment,7,3,alignment,
CEAFS00003858,2024-06-25,CEAFLEET00152,CEADLR000148,KA21JK1831,pressure audit,17,0,none,competitor tyres fitted
CEAFS00003859,11/07/2025,CEAFLEET00057,CEADLR000059,KA75CD9143,inspection,5,0,replace,fleet price issue
CEAFS00003860,29-Nov-25,CEAFLEET00264,CEADLR000491,AP86EF5779,rotation,22,2,alignment,competitor tyres fitted
CEAFS00003861,01-Jun-24,CEAFLEET00179,CEADLR000128,TS28AB9078,inspection,9,6,rotate,competitor tyres fitted
CEAFS00003862,2026-03-13,CEAFLEET00310,CEADLR000022,KA97CD5522,fitment,19,0,none,competitor tyres fitted
CEAFS00003863,2024-06-03,CEAFLEET00192,CEADLR000011,AP40AB1935,pressure audit,7,1,none,high wear
CEAFS00003864,2024-08-09,CEAFLEET00154,CEADLR000010,KL32CD6944,fitment,26,8,rotate,
CEAFS00003865,01/04/2025,CEAFLEET00268,CEADLR000427,KA85JK7576,rotation,14,5,replace,fleet price issue
CEAFS00003866,18-May-24,CEAFLEET00037,CEADLR000589,TS64EF1076,alignment,7,1,rotate,fleet price issue
CEAFS00003867,2025-01-25,CEAFLEET00228,CEADLR000278,KL15CD5815,alignment,21,1,none,competitor tyres fitted
CEAFS00003868,2024-05-08,CEAFLEET00300,CEADLR000643,TS41JK2790,inspection,28,4,none,high wear
CEAFS00003869,06/04/2024,CEAFLEET00203,CEADLR000265,TN56GH1796,inspection,16,5,rotate,high wear
CEAFS00003870,11-Jun-25,CEAFLEET00287,CEADLR000377,TS88GH7540,fitment,30,4,alignment,driver unavailable
CEAFS00003871,14/09/2025,CEAFLEET00209,CEADLR000492,TN37GH7393,rotation,21,4,pressure training,fleet price issue
CEAFS00003872,2024-05-24,CEAFLEET00215,CEADLR000079,TS29EF7458,fitment,24,1,pressure training,competitor tyres fitted
CEAFS00003873,2024-08-19,CEAFLEET00113,CEADLR000122,AP91AB3777,claim check,6,6,rotate,
CEAFS00003874,2025-06-13,CEAFLEET00231,CEADLR000078,KL42EF7746,rotation,13,2,replace,
CEAFS00003875,2024-11-28,CEAFLEET00198,CEADLR000698,AP97GH9418,inspection,25,1,alignment,fleet price issue
CEAFS00003876,2025-07-29,CEAFLEET00143,CEADLR000385,TS18CD3997,fitment,6,1,replace,driver unavailable
CEAFS00003877,04/09/2025,CEAFLEET00171,CEADLR000199,TN42JK9236,inspection,30,7,claim,fleet price issue
CEAFS00003878,2025-12-13,CEAFLEET00041,CEADLR000745,KL79EF2184,rotation,3,4,none,high wear
CEAFS00003879,2024-09-08,CEAFLEET00167,CEADLR000225,AP77GH9217,rotation,20,7,alignment,driver unavailable
CEAFS00003880,2024-07-30,CEAFLEET00166,CEADLR000552,TS66AB4371,claim check,6,8,replace,high wear
CEAFS00003881,2026-01-04,CEAFLEET00042,CEADLR000320,KL48AB1854,rotation,2,4,none,competitor tyres fitted
CEAFS00003882,2025-03-29,CEAFLEET00302,CEADLR000731,AP86AB6129,inspection,16,6,alignment,high wear
CEAFS00003883,2024-04-03,CEAFLEET00152,CEADLR000148,TN34AB4459,inspection,11,7,alignment,
CEAFS00003884,2024-09-20,CEAFLEET00305,CEADLR000431,KA84GH6127,pressure audit,26,6,alignment,competitor tyres fitted
CEAFS00003885,30-Dec-25,CEAFLEET00068,CEADLR000350,TS34AB9375,inspection,31,7,none,driver unavailable
CEAFS00003886,2024-06-01,CEAFLEET00266,CEADLR000111,KA28EF7274,inspection,21,3,alignment,
CEAFS00003887,2025-07-08,CEAFLEET00254,CEADLR000311,KL41EF5962,alignment,3,6,claim,high wear
CEAFS00003888,2024-10-26,CEAFLEET00034,CEADLR000650,AP51GH8617,rotation,3,3,replace,
CEAFS00003889,2025-11-02,CEAFLEET00124,CEADLR000671,TN29CD7347,fitment,7,0,alignment,driver unavailable
CEAFS00003890,2025-02-15,CEAFLEET00140,CEADLR000566,TN49EF6572,alignment,3,8,replace,competitor tyres fitted
CEAFS00003891,2024-04-07,CEAFLEET00004,CEADLR000059,KA80JK8897,alignment,16,1,pressure training,fleet price issue
CEAFS00003892,09/05/2025,CEAFLEET00031,CEADLR000649,KA46GH1807,inspection,8,0,alignment,high wear
